ticker,total_years,avg_net_income,profit_consistency_ratio,net_income_volatility,income_growth,quality_score,stability_score,growth_score,allocation_score,portfolio_decision
RKDA,5,-15174492.66,0,8580776.671,14421708.5,5,1,3,3.4,Moderate Allocation
INSP,5,-40674660.1,0,14035383.19,13663921.1,5,1,3,3.4,Moderate Allocation
ZOM,5,-15675942.08,0,5443638.432,13595041,5,1,3,3.4,Moderate Allocation
ONCYF,5,-23639979.72,0,6342877.804,13537994.9,5,1,3,3.4,Moderate Allocation
AAOI,5,-60801508.04,0,6655915.615,13340309.5,5,1,3,3.4,Moderate Allocation
MACK,5,-5075020.92,0,6772251.525,15995293.4,5,1,3,3.4,Moderate Allocation
QUIK,5,-7549636.9,0,5950189.998,15466967.2,5,1,3,3.4,Moderate Allocation
GLYC,5,-50977737,0,9379408.449,18099604.3,5,1,3,3.4,Moderate Allocation
PFMT,5,-13030720.56,0,8285813.669,19226103,5,1,3,3.4,Moderate Allocation
KLDI,5,-47238117.88,0,9707825.078,18948323.6,5,1,3,3.4,Moderate Allocation
OOMA,5,-5632801.48,0,7847887.61,18690761.5,5,1,3,3.4,Moderate Allocation
ALPN,5,-41452979.38,0,13104390.99,10315405,5,1,3,3.4,Moderate Allocation
PRO,5,-71738846.04,0,9123248.044,12022351.6,5,1,3,3.4,Moderate Allocation
EYES,5,-19929914.92,0,9149914.767,8193251.6,5,1,3,3.4,Moderate Allocation
KOPN,5,-17041068.36,0,8780852.135,9127770.4,5,1,3,3.4,Moderate Allocation
HTIBP,5,-80427780.02,0,4366557.903,8719025.2,5,1,3,3.4,Moderate Allocation
AXGN,5,-26381280.86,0,3853529.666,8674445.9,5,1,3,3.4,Moderate Allocation
VTRS,5,18375852.28,0.6,1240544694,38258797.9,3,5,2,3.4,Moderate Allocation
AXDX,5,-72784376.74,0,10616350.75,26023173.3,5,1,3,3.4,Moderate Allocation
PRTS,5,-10658760.12,0,12734785.77,24074663.2,5,1,3,3.4,Moderate Allocation
GRIL,5,-12460515.94,0,9014022.774,20571514.2,5,1,3,3.4,Moderate Allocation
AQMS,5,-25621502.7,0,11690652.32,22074481,5,1,3,3.4,Moderate Allocation
GPS,5,48868196.28,0.6,470427673.6,120048572.8,3,5,2,3.4,Moderate Allocation
CRK,5,221790307.5,0.6,513700498.2,109316313,3,5,2,3.4,Moderate Allocation
CNP,5,708243039.4,0.8,889505619.7,108812704.9,3,5,2,3.4,Moderate Allocation
CLF,5,946028851.2,0.8,1185706558,107338855.3,3,5,2,3.4,Moderate Allocation
CDE,5,-106543414.4,0.2,141105548.6,234700737.2,4,4,1,3.4,Moderate Allocation
CRWD,5,-113795496.1,0.2,124518449.3,227571790.6,4,4,1,3.4,Moderate Allocation
PGEN,5,-127512650.9,0.2,124358190.1,218493094.1,4,4,1,3.4,Moderate Allocation
ARMK,5,154028427,0.6,431842750.3,186568225.4,3,5,2,3.4,Moderate Allocation
BMRN,5,221056404.3,0.6,378679466.6,191779545.8,3,5,2,3.4,Moderate Allocation
INCY,5,406171907.2,0.8,452012571.9,157353181.4,3,5,2,3.4,Moderate Allocation
AIRC,5,475239733.9,0.8,381357399.7,147480092.1,3,5,2,3.4,Moderate Allocation
ATI,5,-89296717.9,0.8,861289512.6,144573656.3,3,5,2,3.4,Moderate Allocation
TALO,5,-5351735.16,0.6,341678749.7,132156871.8,3,5,2,3.4,Moderate Allocation
AMPY,5,-22571904.24,0.4,311042947.1,419293840.8,4,4,1,3.4,Moderate Allocation
RMBS,5,44766710,0.4,172950644.4,433969617.6,4,4,1,3.4,Moderate Allocation
XELA,5,-261847296.7,0,179693288.7,381960198,4,4,1,3.4,Moderate Allocation
SRCL,5,-82849154.92,0.2,161421209.3,340842837.4,4,4,1,3.4,Moderate Allocation
DOCU,5,-110415388.6,0.2,126982136.5,287880653.2,4,4,1,3.4,Moderate Allocation
CHWY,5,-63090235.54,0.4,117840567.3,278052970.1,4,4,1,3.4,Moderate Allocation
DBVT,5,-50636902.74,0.4,125670254,237151287.5,4,4,1,3.4,Moderate Allocation
KOS,5,-18659498.48,0.4,257987845.6,267340741.8,4,4,1,3.4,Moderate Allocation
PSTG,5,-81788665.22,0.4,138572981.3,253356232.8,4,4,1,3.4,Moderate Allocation
OIS,5,-157378064.4,0.2,208810825.7,251773625.7,4,4,1,3.4,Moderate Allocation
NOVA,5,21270004.48,0.4,304776325.9,646139962.4,4,4,1,3.4,Moderate Allocation
NCMI,5,122692387.8,0.4,325502311,666229948.3,4,4,1,3.4,Moderate Allocation
ALKS,5,-33992210.8,0.2,218916903,539190872.3,4,4,1,3.4,Moderate Allocation
MSGE,5,1484986.92,0.2,298609398.8,539091295.6,4,4,1,3.4,Moderate Allocation
SLCA,5,-49719103.24,0.4,179068961.1,459248898.4,4,4,1,3.4,Moderate Allocation
GME,5,-275365028.2,0.2,183580462.5,481899339.3,4,4,1,3.4,Moderate Allocation
OII,5,-150496567.3,0.4,251097452.4,457234999,4,4,1,3.4,Moderate Allocation
AXL,5,-201521139.3,0.4,295769264.2,447587023.1,4,4,1,3.4,Moderate Allocation
AMRX,5,-68841014.18,0.4,186565267.5,506597391.4,4,4,1,3.4,Moderate Allocation
FET,5,-147846113.6,0.2,226595147.8,526593484.3,4,4,1,3.4,Moderate Allocation
CFX,5,-94343862.08,0.4,253031237.8,509128392.6,4,4,1,3.4,Moderate Allocation
WVE,5,-138481659,0,52005201.55,140867842.4,4,3,2,3.3,Moderate Allocation
FOUR,5,8483312.74,0.4,68102560.56,140775214,4,3,2,3.3,Moderate Allocation
PWP,5,-40215409.54,0.2,72718222.4,150660412.6,4,3,2,3.3,Moderate Allocation
ASC,5,38546156.04,0.4,83402505.85,144952627.6,4,3,2,3.3,Moderate Allocation
JILL,5,-43484340.88,0.4,86482256.03,159495989.1,4,3,2,3.3,Moderate Allocation
IRDM,5,-41462293.6,0.4,73913712.32,178159086.8,4,3,2,3.3,Moderate Allocation
QUAD,5,-57358812.22,0.4,83965444.97,103846384.6,4,3,2,3.3,Moderate Allocation
RPTX,5,-12389569.28,0.4,76236717.43,119649455.2,4,3,2,3.3,Moderate Allocation
ADMA,5,-23444221.2,0.2,57204264.86,119244282.6,4,3,2,3.3,Moderate Allocation
SCYX,5,-26686602.18,0.2,55453386.48,122350747.9,4,3,2,3.3,Moderate Allocation
MUX,5,-57503998.34,0.2,73570569.96,117893667.4,4,3,2,3.3,Moderate Allocation
AVRO,5,-79361823.26,0.2,54119392.47,84879640.8,4,3,2,3.3,Moderate Allocation
BL,5,-34343402.16,0.2,60038049.25,87472855.6,4,3,2,3.3,Moderate Allocation
JAKK,5,10426850.38,0.4,54727719.31,93165045.5,4,3,2,3.3,Moderate Allocation
MATW,5,-35588606.06,0.4,57361998.56,75038197.1,4,3,2,3.3,Moderate Allocation
TUSK,5,-58535188.3,0,52759309.78,77324026.2,4,3,2,3.3,Moderate Allocation
SMHI,5,-43049978.08,0.2,53351670.74,81682906,4,3,2,3.3,Moderate Allocation
CTOS,5,-27554347.98,0.4,92791671.67,79275782.9,4,3,2,3.3,Moderate Allocation
RBBN,5,-78617967.88,0.2,104059804.1,66928685.4,4,3,2,3.3,Moderate Allocation
UPWK,5,-28509387.68,0.2,50849191.58,62065464.5,4,3,2,3.3,Moderate Allocation
ALTO,5,-25573609.28,0.2,48141384.41,58721864,4,3,2,3.3,Moderate Allocation
FTK,5,-41726804.94,0.2,56031539.8,58251787.5,4,3,2,3.3,Moderate Allocation
ITRI,5,-674471.28,0.4,72867487.87,45784819.9,4,3,2,3.3,Moderate Allocation
KRG,5,-13300979.72,0.2,47722039.3,48812626.1,4,3,2,3.3,Moderate Allocation
KN,5,-30001887.08,0.8,224615989.4,23208096.3,3,4,3,3.3,Moderate Allocation
ELY,5,107848195.8,0.8,167066800.5,22954260.8,3,4,3,3.3,Moderate Allocation
GEL,5,-56716493.56,0.6,227950912.6,25055080.4,3,4,3,3.3,Moderate Allocation
KRYS,5,-48953865.58,0.2,55332188.57,30621113.9,4,3,2,3.3,Moderate Allocation
AOSL,5,104275040.7,0.8,197482869.6,10658547.9,3,4,3,3.3,Moderate Allocation
WMT,5,13453343284,1,1639286694,-35052393,2,5,4,3.3,Moderate Allocation
NWS,5,-11215218.64,0.8,752947607.9,-6035877,2,5,4,3.3,Moderate Allocation
AEO,5,139576723.8,0.8,223325324.4,-4315718.4,3,4,3,3.3,Moderate Allocation
SLAB,5,460235081.5,0.8,977438347.1,-53358081.6,2,5,4,3.3,Moderate Allocation
FSP,5,16626432.7,0.8,49789470.69,-53562885.1,3,3,4,3.2,Moderate Allocation
CMBM,5,-4159178.46,0.6,46518312.21,-61936444.7,3,3,4,3.2,Moderate Allocation
APEI,5,-22698297.86,0.6,57199800.54,-59279373.9,3,3,4,3.2,Moderate Allocation
SBRA,5,5624086.84,0.6,103434454.7,-55705237.6,3,3,4,3.2,Moderate Allocation
IRT,5,41661837.1,0.8,50524031.45,-63782493.3,3,3,4,3.2,Moderate Allocation
GRWG,5,-39336294.4,0.6,77420335.2,-46495138.6,3,3,4,3.2,Moderate Allocation
LPRO,5,39704196.36,0.8,91365756.18,-41286175.8,3,3,4,3.2,Moderate Allocation
ICHR,5,29456757.98,0.8,47606433.01,-52024022.7,3,3,4,3.2,Moderate Allocation
PUMP,5,16501861.02,0.6,105780972.8,-76913199.2,3,3,4,3.2,Moderate Allocation
TNL,5,258322793.9,0.8,303075386.4,-93616207.3,2,4,5,3.2,Moderate Allocation
OHI,5,320666009.6,1,119610767.8,-97875044.4,2,4,5,3.2,Moderate Allocation
PPC,5,335664119.9,1,295851581.9,-106871910.9,2,4,5,3.2,Moderate Allocation
UHS,5,828222040,1,135384731.2,-117945142.9,2,4,5,3.2,Moderate Allocation
SIX,5,6575403.38,0.8,245097051.8,-141910957.1,2,4,5,3.2,Moderate Allocation
ST,5,220551264.5,0.8,146617740.2,-283010953.3,2,4,5,3.2,Moderate Allocation
XPO,5,347444090.6,1,216884402.2,-254960388.1,2,4,5,3.2,Moderate Allocation
STOR,5,219440254,1,115443215.4,-257465267.7,2,4,5,3.2,Moderate Allocation
ZBRA,5,524399717.2,1,191756993.8,-259046401.3,2,4,5,3.2,Moderate Allocation
NVST,5,145445204.1,0.8,174377068.9,-311494015.4,2,4,5,3.2,Moderate Allocation
SKYW,5,108823704,0.8,133628528.7,-299561023.5,2,4,5,3.2,Moderate Allocation
RRX,5,221964908.9,0.8,194867087.3,-292753425.3,2,4,5,3.2,Moderate Allocation
THRY,5,16770802,0.8,157148713.3,-290098276.2,2,4,5,3.2,Moderate Allocation
WU,5,837233721.4,1,139409138.5,-367685307.1,2,4,5,3.2,Moderate Allocation
SUI,5,153370394.6,0.8,216135637.5,-358518024,2,4,5,3.2,Moderate Allocation
SELF,5,119371136.3,1,262169557.1,-585368016.2,2,4,5,3.2,Moderate Allocation
TDS,5,15645348.78,0.8,285929950.6,-599830006.3,2,4,5,3.2,Moderate Allocation
SPFX,5,97848765.3,1,217160649.9,-485799261.7,2,4,5,3.2,Moderate Allocation
MARK,5,-19595696.42,0.2,31403694.53,-3302475.2,4,2,3,3.2,Moderate Allocation
NARI,5,-1913648.84,0.4,17299114.03,-419600.9,4,2,3,3.2,Moderate Allocation
CXDO,5,-6017293.3,0.4,17457587.87,-1537266.8,4,2,3,3.2,Moderate Allocation
SLGG,5,-36672133.16,0,27052507.76,1925271.5,4,2,3,3.2,Moderate Allocation
SHAK,5,-6258021.4,0.4,26396366.5,1443412.7,4,2,3,3.2,Moderate Allocation
EVC,5,1471797.7,0.4,21401486.39,4729035.7,4,2,3,3.2,Moderate Allocation
ATRC,5,-22097755.24,0.2,42532563.01,4851156.7,4,2,3,3.2,Moderate Allocation
FARO,5,-35894498.3,0.2,24830747.75,7011383.5,4,2,3,3.2,Moderate Allocation
APPF,5,24330366.54,0.8,81935413.49,-33757844.4,3,3,4,3.2,Moderate Allocation
VFF,5,-25965648.9,0.4,46531980.1,-32500252.9,3,3,4,3.2,Moderate Allocation
XHR,5,-35149174.12,0.6,110587145.9,-36238200.7,3,3,4,3.2,Moderate Allocation
UCTT,5,37692718.06,0.6,60073471.5,-22393188.8,3,3,4,3.2,Moderate Allocation
MG,5,-20205909.68,0.6,45661432.28,-23264038.1,3,3,4,3.2,Moderate Allocation
STRS,5,21703388.84,0.4,49940294.16,-12908334.7,3,3,4,3.2,Moderate Allocation
MTW,5,-10202300.66,0.6,70115970.65,-7748366,3,3,4,3.2,Moderate Allocation
PDFS,5,-13238858.76,0.2,17081580.47,8556913,4,2,3,3.2,Moderate Allocation
ANIP,5,-17436740.42,0.4,28449191.77,12165877.3,4,2,3,3.2,Moderate Allocation
TROO,5,-19268977.34,0,27366093.13,18161466,4,2,3,3.2,Moderate Allocation
NR,5,-15338386.92,0.4,42468960.1,16698115,4,2,3,3.2,Moderate Allocation
PETQ,5,-30214177.82,0.2,31745269.55,13742890.9,4,2,3,3.2,Moderate Allocation
AGS,5,-24954860.74,0.2,33451962.05,12673844,4,2,3,3.2,Moderate Allocation
LODE,5,-9567641.64,0.4,24627715.51,12667253.2,4,2,3,3.2,Moderate Allocation
ECOR,5,-25259077.96,0,12064944.84,27547751.8,5,1,2,3.2,Moderate Allocation
CDXC,5,-20500350.46,0,10868419.01,28398606,5,1,2,3.2,Moderate Allocation
ALDX,5,-51253089.24,0,12951146.08,27898687.6,5,1,2,3.2,Moderate Allocation
GDNSF,5,-36547983.38,0,14143335.05,32423267.9,5,1,2,3.2,Moderate Allocation
CERS,5,-53518897.18,0,13706747.61,33433697.9,5,1,2,3.2,Moderate Allocation
KIRK,5,-17523420.22,0.4,34912443.35,25598763.1,4,2,3,3.2,Moderate Allocation
SANW,5,-13583866.28,0.2,18402999.81,23852221.5,4,2,3,3.2,Moderate Allocation
HHS,5,4973744.14,0.4,23452794.58,23734309.5,4,2,3,3.2,Moderate Allocation
TENB,5,-72648844.24,0,25888506.95,21215480.4,4,2,3,3.2,Moderate Allocation
ARCH,5,412457742.6,0.8,625508151.5,212505962.2,3,5,1,3.2,Moderate Allocation
EXPE,5,-165043557.3,0.8,1376059093,215565649.7,3,5,1,3.2,Moderate Allocation
ETSY,5,115709213.4,0.8,465170430.1,213774215,3,5,1,3.2,Moderate Allocation
APY,5,-25905439.98,0.8,415672646.4,246154937.4,3,5,1,3.2,Moderate Allocation
CPA,5,108569843.9,0.8,446917243.4,274984637.4,3,5,1,3.2,Moderate Allocation
DRI,5,652015885.4,0.8,418420475,292546841.7,3,5,1,3.2,Moderate Allocation
OI,5,96955666.98,0.6,364873825.4,288344606.1,3,5,1,3.2,Moderate Allocation
HLT,5,607735666.9,0.8,803803577.2,284202976.6,3,5,1,3.2,Moderate Allocation
MGY,5,104499528.4,0.8,792278343,327609564.3,3,5,1,3.2,Moderate Allocation
MAT,5,291567742.5,0.8,418096139,434961151.8,3,5,1,3.2,Moderate Allocation
T,5,7127194564,0.6,12959488324,378523156,3,5,1,3.2,Moderate Allocation
ET,5,3478851993,0.8,2450284570,374762621,3,5,1,3.2,Moderate Allocation
LYV,5,-305189194.9,0.6,944774684.8,508448587.7,3,5,1,3.2,Moderate Allocation
LBRT,5,144161812.3,0.6,331227693.4,529711420.7,3,5,1,3.2,Moderate Allocation
DBX,5,209845781.7,0.6,349847403.2,495569770.8,3,5,1,3.2,Moderate Allocation
OLN,5,412052877.9,0.6,962214319.7,455966647.4,3,5,1,3.2,Moderate Allocation
BYD,5,357402945.6,0.8,333961766.4,457396831.5,3,5,1,3.2,Moderate Allocation
CARS,5,-222683253.1,0.6,394482403.1,554499652.9,3,5,1,3.2,Moderate Allocation
CYH,5,-3657763.38,0.6,448226944.7,543153106.3,3,5,1,3.2,Moderate Allocation
VST,5,131010618,0.6,1281099013,541368125.3,3,5,1,3.2,Moderate Allocation
DDS,5,522077542.8,0.8,467279775,633582771.7,3,5,1,3.2,Moderate Allocation
AVT,5,363032659.2,0.8,353374625,610453785,3,5,1,3.2,Moderate Allocation
CRC,5,311783700.7,0.6,357569584.2,598516800.3,3,5,1,3.2,Moderate Allocation
WYNN,5,-509799435.6,0.4,1085936374,593793420.6,3,5,1,3.2,Moderate Allocation
TAP,5,212439837.2,0.6,828033570.7,676532402.7,3,5,1,3.2,Moderate Allocation
HTZ,5,228925836.8,0.6,1427238992,667339052.4,3,5,1,3.2,Moderate Allocation
HOLX,5,908079918.1,0.8,788397128.2,655064303.1,3,5,1,3.2,Moderate Allocation
GPC,5,805047622.1,0.8,547620141.7,734874323.9,3,5,1,3.2,Moderate Allocation
PARR,5,134702167,0.6,451126299.2,718780343.7,3,5,1,3.2,Moderate Allocation
LSXMA,5,348071305.5,0.8,1194711091,683414075.5,3,5,1,3.2,Moderate Allocation
EFX,5,419491609.3,0.8,456831561.2,938247014.5,3,5,1,3.2,Moderate Allocation
BTU,5,65768840.72,0.6,1244263374,934259458.4,3,5,1,3.2,Moderate Allocation
HPE,5,1429614786,0.8,1436475327,988513790,3,5,1,3.2,Moderate Allocation
SM,5,204843813,0.6,751523693.7,972404602.3,3,5,1,3.2,Moderate Allocation
FSLR,5,316504808.8,0.6,399585999,963414258.7,3,5,1,3.2,Moderate Allocation
EBAY,5,4628070116,0.8,5911570887,956609188,3,5,1,3.2,Moderate Allocation
COR,5,541651660.7,0.8,2143409717,873425747.6,3,5,1,3.2,Moderate Allocation
MTDR,5,450025392.5,0.8,712841203.7,786474910.4,3,5,1,3.2,Moderate Allocation
SWN,5,252886839.6,0.6,1996251179,775360421.2,3,5,1,3.2,Moderate Allocation
RRC,5,29429139.72,0.6,1184622142,2552524724,3,5,1,3.2,Moderate Allocation
MOS,5,1176304136,0.8,1628854382,2265488046,3,5,1,3.2,Moderate Allocation
EQH,5,555698647.7,0.6,1672764924,3033781751,3,5,1,3.2,Moderate Allocation
MPLX,5,2322276489,0.8,2087792950,2980455182,3,5,1,3.2,Moderate Allocation
FANG,5,1078183195,0.8,3495062014,2915922962,3,5,1,3.2,Moderate Allocation
EXE,5,2721512146,0.8,2511743789,2841845718,3,5,1,3.2,Moderate Allocation
BMY,5,3042637564,0.8,7113440532,4270357982,3,5,1,3.2,Moderate Allocation
DVN,5,1920809970,0.6,3512410686,4017166466,3,5,1,3.2,Moderate Allocation
COP,5,8502170138,0.8,7600488340,3996713586,3,5,1,3.2,Moderate Allocation
APA,5,-246152976.8,0.6,3662454480,6067695338,3,5,1,3.2,Moderate Allocation
FYBR,5,-1121567306,0.6,2828078871,6172611287,3,5,1,3.2,Moderate Allocation
F,5,3856371889,0.6,8330252120,4481867045,3,5,1,3.2,Moderate Allocation
EOG,5,4353908098,0.8,3424405655,4873023059,3,5,1,3.2,Moderate Allocation
MPC,5,5404835302,0.8,9824771772,7642366643,3,5,1,3.2,Moderate Allocation
BRK-A,5,57533770978,0.8,49872379340,10515437363,3,5,1,3.2,Moderate Allocation
MO,5,4012280546,0.8,3676584654,9705344653,3,5,1,3.2,Moderate Allocation
LNG,5,1807111245,0.6,4487557397,8736387227,3,5,1,3.2,Moderate Allocation
GE,5,810380000.1,0.6,6871232824,14370556417,3,5,1,3.2,Moderate Allocation
SLB,5,-2193707510,0.6,7365178788,13975779122,3,5,1,3.2,Moderate Allocation
AMZN,5,18573422683,0.8,14337006345,18800995500,3,5,1,3.2,Moderate Allocation
CVX,5,13514680870,0.8,15398390026,17512013267,3,5,1,3.2,Moderate Allocation
BAX,5,723197580.4,0.8,1862528576,1580637159,3,5,1,3.2,Moderate Allocation
CTA-PB,5,669244458.8,0.8,1026423446,1718239141,3,5,1,3.2,Moderate Allocation
STZ,5,722407316.2,0.4,1055401558,1678329734,3,5,1,3.2,Moderate Allocation
CTVA,5,655724414.2,0.8,1066061390,1774017984,3,5,1,3.2,Moderate Allocation
ALTM,5,-376535893.8,0.6,821849387.3,1758383399,3,5,1,3.2,Moderate Allocation
FCX,5,2015694609,0.8,1914671497,2166846549,3,5,1,3.2,Moderate Allocation
DOW,5,2236569194,0.8,3037658470,1930931804,3,5,1,3.2,Moderate Allocation
MAR,5,1511645848,0.8,1310075750,1927204260,3,5,1,3.2,Moderate Allocation
WDAY,5,62602350.74,0.4,780037325.1,1895253413,3,5,1,3.2,Moderate Allocation
HAL,5,312516920.6,0.6,2215514038,3599250349,3,5,1,3.2,Moderate Allocation
X,5,1112683510,0.6,2150091651,1476974540,3,5,1,3.2,Moderate Allocation
HES,5,137076734.3,0.6,1972234905,1826614911,3,5,1,3.2,Moderate Allocation
ALC,5,96577607.44,0.6,677667715.6,1616497276,3,5,1,3.2,Moderate Allocation
TRGP,5,169991711.2,0.6,1176470640,1533208048,3,5,1,3.2,Moderate Allocation
IMO,5,2353575560,0.8,2746627946,1494468163,3,5,1,3.2,Moderate Allocation
ENLC,5,-190627132.3,0.6,583787421.2,1299080298,3,5,1,3.2,Moderate Allocation
BBWI,5,686999266.6,0.8,626076056.6,1265964004,3,5,1,3.2,Moderate Allocation
GDDY,5,325142584.4,0.8,690519031.7,1263632659,3,5,1,3.2,Moderate Allocation
MELI,5,281530292.2,0.6,480564385.7,1202021405,3,5,1,3.2,Moderate Allocation
OAS,5,599279002.7,0.6,816272699.4,1195484927,3,5,1,3.2,Moderate Allocation
ARW,5,770735395,0.8,629742149.5,1140895462,3,5,1,3.2,Moderate Allocation
MRO,5,1049766126,0.8,1816959273,1109225242,3,5,1,3.2,Moderate Allocation
AMR,5,329155633,0.6,761176010.2,1026471576,3,5,1,3.2,Moderate Allocation
VTLE,5,50332131.18,0.6,669371283.3,1017867957,3,5,1,3.2,Moderate Allocation
NOG,5,133926353.4,0.6,743389285,996116308.6,3,5,1,3.2,Moderate Allocation
BOX,5,-15869621.02,0.4,101539133,274876394.6,4,3,1,3.1,Moderate Allocation
TMST,5,25118989.34,0.6,111282682.9,181724335.9,3,4,2,3.1,Moderate Allocation
RRR,5,95284063.14,0.6,168493930.2,182684893.9,3,4,2,3.1,Moderate Allocation
SWAV,5,46737034.54,0.4,123403626.7,193005909.4,3,4,2,3.1,Moderate Allocation
TPC,5,-111664315.4,0.4,205809913,197858776.3,3,4,2,3.1,Moderate Allocation
HRB,5,419586385.8,0.8,248486768.4,159313192.6,3,4,2,3.1,Moderate Allocation
HCC,5,309881051.3,0.8,270316226.1,154875390.3,3,4,2,3.1,Moderate Allocation
DX,5,54710736.68,0.6,135491991.4,145358416.8,3,4,2,3.1,Moderate Allocation
ODP,5,-23341486.42,0.6,214992947.2,35545716.1,3,4,2,3.1,Moderate Allocation
MP,5,87107749.34,0.6,135938194.3,31117988.8,3,4,2,3.1,Moderate Allocation
GIII,5,84058106.32,0.8,142116228.6,33490757.8,3,4,2,3.1,Moderate Allocation
GFF,5,9459239.18,0.8,115037396.6,39122951.4,3,4,2,3.1,Moderate Allocation
AL,5,410757073.3,0.8,290456222.2,55821685.8,3,4,2,3.1,Moderate Allocation
HIMX,5,155813188.7,0.8,193182666.9,63093299.5,3,4,2,3.1,Moderate Allocation
BXC,5,138436600.2,0.8,142801000.5,66278778.3,3,4,2,3.1,Moderate Allocation
MRC,5,-14360681.48,0.6,159075306.6,76481119.9,3,4,2,3.1,Moderate Allocation
CWEN,5,150658742,0.8,258131599.8,92623152.4,3,4,2,3.1,Moderate Allocation
LXU,5,36076006.26,0.6,122864456.7,95468499.8,3,4,2,3.1,Moderate Allocation
HY,5,-9422860.72,0.6,117585074.5,95294052.3,3,4,2,3.1,Moderate Allocation
ENR,5,4668998.4,0.6,170913888.4,90765889.1,3,4,2,3.1,Moderate Allocation
CAL,5,18092551.16,0.8,269500558.3,118611192.1,3,4,2,3.1,Moderate Allocation
XPER,5,-39103601.36,0.4,165764959.1,130295572.1,3,4,2,3.1,Moderate Allocation
KEX,5,-6183093.36,0.6,237228496.4,96656568,3,4,2,3.1,Moderate Allocation
SCWO,5,-3259616.76,0.2,3274619.646,-7462731.6,4,1,4,3.1,Moderate Allocation
WHLR,5,-8959122.58,0.2,5909521.25,-7528934.1,4,1,4,3.1,Moderate Allocation
SSKN,5,-5546352.82,0,3246968.805,-7293713.8,4,1,4,3.1,Moderate Allocation
QRHC,5,-2097817.36,0.4,4215056.093,-7333657.7,4,1,4,3.1,Moderate Allocation
KIDS,5,-16417790.42,0.2,12221347.34,-6939697.3,4,1,4,3.1,Moderate Allocation
RHE,5,-1436593.7,0.2,4770970.649,-9781749.2,4,1,4,3.1,Moderate Allocation
REEMF,5,-3680655.42,0.4,5737659.097,-10130659,4,1,4,3.1,Moderate Allocation
THMO,5,-13239417.86,0,3804285.359,-8804718.1,4,1,4,3.1,Moderate Allocation
TFFP,5,-22687954.5,0,8874911.407,-8831493.4,4,1,4,3.1,Moderate Allocation
TLSA,5,-18788791.2,0,6879006.415,-8856280.6,4,1,4,3.1,Moderate Allocation
NDLS,5,-6198429.68,0.4,10764178.95,-11955210.6,4,1,4,3.1,Moderate Allocation
CEVA,5,-7501424.42,0.4,10273239.75,-12173723,4,1,4,3.1,Moderate Allocation
GDYN,5,-8080114.16,0.2,14401552.91,-12240715.5,4,1,4,3.1,Moderate Allocation
VRNA,5,-54878917.58,0,10460455.77,-12262453.1,4,1,4,3.1,Moderate Allocation
MCMJ,5,-3443497.2,0.4,7286984.72,-10836413.7,4,1,4,3.1,Moderate Allocation
ORN,5,-5950339.72,0.2,15396532.19,-12597051.5,4,1,4,3.1,Moderate Allocation
XGN,5,-25120944.22,0,13539230.23,-12709534.8,4,1,4,3.1,Moderate Allocation
AIRG,5,-6528535.76,0.2,5290021.122,-12924635.9,4,1,4,3.1,Moderate Allocation
PRPH,5,758035.6,0.4,12906810.41,-13016848.1,4,1,4,3.1,Moderate Allocation
DSP,5,1533613.36,0.4,13389824.21,-13777136.2,4,1,4,3.1,Moderate Allocation
KRMD,5,-5345773.94,0.2,5555230.08,-13811152.1,4,1,4,3.1,Moderate Allocation
OPRX,5,-6923951.32,0.2,7687772.175,-14959513.2,4,1,4,3.1,Moderate Allocation
DALN,5,-2964628.58,0.2,7842431.489,-17013420.2,4,1,4,3.1,Moderate Allocation
SNSE,5,-31530486,0,13725916.13,-17527622.3,4,1,4,3.1,Moderate Allocation
STXS,5,-12042978.64,0,7074463.218,-15881859.1,4,1,4,3.1,Moderate Allocation
SOFO,5,-5512719.56,0.2,8848716.969,-16294464,4,1,4,3.1,Moderate Allocation
AUVI,5,-7721389.76,0.2,7891567.724,-16405991.7,4,1,4,3.1,Moderate Allocation
SNWV,5,-21152428.34,0,10198833.83,-16615963.9,4,1,4,3.1,Moderate Allocation
JAN,5,-6652676.38,0.4,14059133.16,-14771656.4,4,1,4,3.1,Moderate Allocation
BNTC,5,-11668606.3,0.2,9321680.172,-22750237.6,4,1,4,3.1,Moderate Allocation
HROW,5,-11568339.18,0.2,9885234.687,-23587302.3,4,1,4,3.1,Moderate Allocation
VUZI,5,-35227624.14,0,13490010.82,-26386198.2,4,1,4,3.1,Moderate Allocation
TELA,5,-35513086.86,0,10214652.9,-25788294.9,4,1,4,3.1,Moderate Allocation
DFCO,5,-9280179.64,0.4,11845043.66,-21033061.7,4,1,4,3.1,Moderate Allocation
VNRX,5,-25751452.32,0,7673084.959,-19194581.3,4,1,4,3.1,Moderate Allocation
LEE,5,5629668.82,0.4,12293253.44,-19945053.2,4,1,4,3.1,Moderate Allocation
SLS,5,-27718304.6,0,11718653.53,-18532535.4,4,1,4,3.1,Moderate Allocation
SPRB,5,-35357348.28,0,14156093.29,-34242636.4,4,1,4,3.1,Moderate Allocation
AORT,5,-16038652.92,0.2,11981114.23,-33603402.4,4,1,4,3.1,Moderate Allocation
IONM,5,-14600280.68,0.2,14435026.35,-29300857,4,1,4,3.1,Moderate Allocation
OSS,5,-1534662.62,0.2,3486673.745,-6108800.3,4,1,4,3.1,Moderate Allocation
